seq_id,radius_m,lane_points_evaluated,delta_mean_avg,delta_median_avg,zscore_avg,frac_positive_delta_mean,frac_above_local_p75,frac_above_local_p90
067,0.25,115.44,10.020788836479188,10.027597162723541,6.424164217345568,0.9390119024146074,0.9144208079576492,0.9039637261629104
109,0.25,436.875,23.522820258140563,23.74797477722168,8.16539952158928,0.9095497266256884,0.8606041602790355,0.821122444421053
110,0.25,339.825,22.584900760650633,22.762765371799468,9.976629070937634,0.8903402131899822,0.8335978157818318,0.796653351187706
112,0.25,332.2125,20.507203352451324,20.803615665435792,6.96120600104332,0.8867988877409994,0.8401238940656185,0.8014158740639686
113,0.25,395.125,21.31503622531891,20.886358153820037,14.873212236166001,0.8815797829742242,0.7752128057181835,0.741048788279295
029,0.25,0.5,2.0,2.0,,0.875,0.875,0.875
103,0.25,239.5625,22.843219661712645,23.541264593601227,6.981838870048523,0.8720583035861182,0.8459433056414127,0.8101474680006504
102,0.25,388.7375,18.77721791267395,18.919242954254152,8.953290298581123,0.8701407899242227,0.8268980920314789,0.7958331517875195
021,0.25,642.375,11.812747210264206,11.496796262264251,9.232200038433074,0.864349541606345,0.7698034882545471,0.7201966438442469
073,0.25,235.3,15.446358811855315,15.52242494225502,10.112313356995582,0.858206905244649,0.7715267293155194,0.7295895248651505
027,0.25,259.8378378378378,5.8683226591831925,5.752213842965461,4.885879819457595,0.8578437289729244,0.7404929246451404,0.6863411822029062
077,0.25,113.52054794520548,17.401639424051556,18.484102777072362,6.563731900283268,0.8557697049752663,0.7863928139209747,0.7196764579841068
098,0.25,444.2,14.39536556303501,14.46607511639595,7.855700937286019,0.8488196353635507,0.7865904297679662,0.7487196508795023
094,0.25,632.3125,15.81261749267578,16.46464765071869,7.144152534008026,0.8470882935179331,0.8118434645235538,0.7681044921278953
042,0.25,245.85,16.886586558818816,17.155533456802367,6.303113114833832,0.8388756042394887,0.7809020020067692,0.7316278964281082
019,0.25,782.1375,10.29215577840805,10.307820689678191,6.5912779569625854,0.8369747473808214,0.7012758240103721,0.6308183763176203
046,0.25,361.1,11.530981767177582,10.990963578224182,11.157653492689132,0.834767252158511,0.6777128800749779,0.6279333136975765
023,0.25,603.9875,16.749691748619078,17.58202908039093,4.198653668165207,0.8345912335935379,0.7904449328780174,0.7072295717895031
053,0.25,575.0375,6.1736721128225325,5.879161950945854,2.136397980898619,0.8330344819040334,0.6251937806606293,0.4998918868601322
016,0.25,1447.975,13.576122987270356,13.989827334880829,6.840103471279145,0.8319180553331135,0.7443414211273194,0.6737953066825867
044,0.25,317.425,19.373530280590057,19.381070625782012,10.73257206082344,0.8272942685477507,0.7504733771085739,0.7087932266294956
089,0.25,631.25,10.198107641935348,9.977858006954193,7.632202154397964,0.8256955383653916,0.6998427793383598,0.6627566784620285
066,0.25,761.325,8.69533381909132,8.576089933514595,5.342372427135706,0.8217125715780018,0.7180785164237022,0.662872202694416
065,0.25,369.15,13.904491949081422,14.201997888088226,5.2998719856143,0.8177799943191125,0.7304812885820866,0.6633771292865276
015,0.25,1056.8,8.775764459371567,8.363845068216325,4.67706461250782,0.8129479951766196,0.6783684149384499,0.6090767715126276
120,0.25,699.2375,11.193862479925155,11.725401544570923,6.304537382721901,0.8073744447246135,0.6804713767021895,0.6001679476350545
106,0.25,317.5875,11.120119273662567,10.974035727977753,9.491907888650895,0.8049869800423501,0.6945782262831927,0.6508345603942871
043,0.25,349.05,11.87605261206627,11.752412921190261,9.398828993737698,0.8038437956971771,0.6942833416163922,0.6501001130789519
088,0.25,575.0375,9.887653648853302,10.146523332595825,4.990848904848098,0.8032987910043896,0.686520628631115,0.6164402760565281
052,0.25,911.225,10.78189314189367,10.533259460888804,4.474726127460599,0.8009834573137284,0.6986027408391238,0.6363699028268457
024,0.25,1267.6,10.282918566465378,10.1240503937006,5.37760608792305,0.7997798561214653,0.6867263101041317,0.6130763698369265
090,0.25,698.2625,7.967850212007761,7.918752256035805,5.773589662462473,0.7857628866977253,0.6164005137979984,0.5312689313665032
041,0.25,262.0,10.75953538119793,10.480963908135891,7.791982461512089,0.7852904040414501,0.6418593723326922,0.5910576485097409
117,0.25,409.5125,14.768021672964096,14.848203963041305,8.7817253023386,0.7843650578320596,0.7023237027227879,0.6585574857890606
105,0.25,367.65,15.679890525341033,15.877980101108552,10.15503460764885,0.7826448403255908,0.6910252831876278,0.6409757073968649
119,0.25,493.125,14.691953963041305,15.08879523538053,8.636421993002296,0.7803224662339379,0.6831698581576348,0.6303731963038445
054,0.25,569.9285714285714,7.054959120957748,7.1358757260916885,4.272145319676054,0.7762895311947094,0.6031048980312071,0.5123775039893993
124,0.25,720.175,13.309625786542892,13.414583832025528,5.597913467139006,0.7757278057001054,0.6264486782252788,0.5629311066120863
